book,chapter,summary
5,21,"The expiation of an uncertain murder; The usage of a captive taken to wife; The first-born is not to be disinherited upon private affection; A rebellious son is to be stoned to death; The malefactor must not hang all night on a tree."
5,22,"Of humanity towards brethren; The sex is to be distinguished by apparel; The dam is not to be taken with her young ones; The house must have battlements; Confusion is to be avoided; Fringes upon the vesture; The punishment of him that slanders his wife; Of adultery; of rape; of fornication; of incest."
5,23,"Who may or may not enter into the congregation; Uncleanness is to be avoided in the host; Of the fugitive servant; Of filthiness; Of abominable sacrifices; Of usury; Of vows; Of trespasses."
5,24,"Of divorce; A new married man goes not to war; Of pledges; Of man-stealers; Of leprosy; Of pledges; The hire is to be given; Of justice; Of charity."
5,25,"Stripes must not exceed forty; The ox is not to be muzzled; Of raising seed unto a brother; Of the immodest woman; Of unjust weights and measures; The memory of Amalek is to be blotted out."
5,26,"The confession of him that offers the basket of first-fruits; The prayer of him that gives his third year�s tithes; The covenant between God and his people."
5,27,"The people are commanded to write the law upon stones, and to build an altar of whole stones; The tribes to be divided on Gerizim and Ebal; The curses to be pronounced on mount Ebal."
5,28,"The blessings for obedience; The curses for disobedience."
5,29,"Moses exhorts them to obedience, by the memory of the works they had seen; All are presented before the Lord to enter into his covenant; The great wrath on him that flatters himself in his wickedness; Secret things belong unto God."
5,30,"Great mercies promised unto the penitent; The commandment is manifest; Death and life are set before them."
5,31,"Moses encourages the people; He encourages Joshua; He delivers the law unto the priests to be read in the seventh year to the people; God gives a charge to Joshua; and a song to testify against the people; Moses delivers the book of the law to the Levites to keep; He makes a protestation."
5,32,"Moses song, which sets forth God�s mercy and vengeance; He exhorts them to set their hearts upon it; God sends him up to mount Nebo, to see the land, and to die."
5,33,"The majesty of God; The blessings of the twelve tribes; The excellency of Israel."
5,34,"Moses from mount Nebo views the land; He dies there; His burial; His age; Thirty days� mourning for him Joshua succeeds him; The praise of Moses."
6,1,"The Lord appoints Joshua to succeed Moses; The borders of the promised land; God promises to assist Joshua; He gives him instructions; Joshua prepares the people to pass over Jordan; He puts the two tribes and half in mind of their promise to Moses; They promise him fealty."
6,2,"Rahab receives and conceals the two spies sent from Shittim; The covenant between her and them; Their return and relation."
6,3,"Joshua comes to Jordan; The officers instruct the people for their passage; The Lord encourages Joshua; Joshua encourages the people; The water of Jordan are divided."
6,4,"Twelve men are appointed to take twelve stones for a memorial out of Jordan; Twelve other stones are set up in the midst of Jordan; The people pass over; God magnifies Joshua; The priests commanded to come out of Jordan; The twelve stones are pitched in Gilgal."
6,5,"The Canaanites are afraid; Joshua renews circumcision; The passover is kept at GilgalThey eat the corn of the land and the manna ceases; An angel appears to Joshua."
6,6,"Jericho is shut up; God instructs Joshua how to besiege it; The city is compassed; It must be accursed; The walls fall down; Rahab is saved; The builder of Jericho is cursed."
6,7,"The Israelites are smitten at Ai; Joshua�s complaint; God instructs him what to do; Achan is taken by the lot; His confession; He and all he had are destroyed in the valley of Achor."
6,8,"God encourages Joshua; The stratagem whereby Ai was taken; The king thereof is hanged; Joshua builds an altar; writes the law on stones; and pronounces the blessings and curses."
6,9,"The kings combine against Israel; The Gibeonites by craft obtain a league; They are condemned to perpetual bondage."
6,10,"Five kings war against Gibeon; Joshua rescues it; God fights against them with hailstones; The sun and moon stand still at the word of Joshua; The five kings are mured in a cave; They are brought forth; scornfully used; and hanged; Seven kings more are conquered; Joshua returns to Gilgal."
6,11,"Divers kings overcome at the waters of Merom; Hazor is taken and burnt; All the country taken by Joshua; The Anakims cut off; The land rest from war."
6,12,"The two kings whose countries Moses took and disposed of; The one and thirty kings on the other side of Jordan which Joshua smote."
6,13,"The bounds of the land not yet conquered; The inheritance of the two tribes and half; The Lord and his sacrifices are the inheritance of Levi; The bounds of the inheritance of Reuben; Balaam slain; The bounds of the inheritance of Gad; and of the half tribe of Manasseh."
6,14,"The nine tribes and a half are to have their inheritance by lot; Caleb by privilege obtains Hebron."
6,15,"The borders of the lot Judah; Caleb�s portion and conquest; Othniel, for his valour, hath Achsah, Caleb�s daughter, to wife; She obtains a blessing of her father; The cities of Judah; The Jebusites unconquered."
6,16,"The general borders of the sons of Joseph; The border of the inheritance of Ephraim; The Canaanites of Gezer not conquered."
6,17,"The lot of Manasseh; His coast; The Canaanites not driven out; The children of Joseph obtain another lot."
6,18,"The tabernacle is set up at Shiloh; The remainder of the land is described, and divided into seven parts; Joshua distributes it by lot; The lot and border of Benjamin; Their cities."
6,19,"The lot of Simeon; of Zebulun; of Issachar; of Asher; of Naphtali; of Dan; The children of Israel give an inheritance to Joshua."
6,20,"God commands, and the children of Israel appoint the six cities of refuge."
6,21,"Eight and forty cities given by lot, out of the other tribes, unto the Levites; God gives the land, and rest unto the Israelites, according to his promise."
6,22,"The two tribes and a half with a blessing are sent home; They build the altar of testimony in their journey; The Israelites are offended thereat; They vindicate their conduct, and give them good satisfaction."
6,23,"Joshua�s exhortation before his death; by former benefits; by promises; and by threatenings."
6,24,"Joshua assembles the tribes at Shechem; A brief history of God�s benefits, from Terah; He renews the covenant between them and God; A stone the witness of the covenant; Joshua�s age, death, and burial; Joseph�s bones are buried; Eleazar dies."
7,1,"The acts of Judah and Simeon; Adonibezek justly requited; Jerusalem taken; Hebron taken; Othniel has Achsah to wife for taking of Debir; The Kenites dwell in Judah; Hormah, Gaza, Askelon, and Ekron taken; The acts of Benjamin; Of the house of Joseph, who take Beth-el; Of Zebulun; Of Asher; Of Naphtali; Of Dan."
7,2,"An angel rebukes the people at Bochim; The wickedness of the new generation after Joshua; God�s anger and pity towards them; The Canaanites left to prove Israel."
7,3,"The nations which were left to prove Israel; By communion with them they commit idolatry; Othniel delivered them from Chushan-rishathaim; Ehud from Eglon; and Shamgar from the Philistines."
7,4,"Deborah and Barak deliver them from Jabin and Sisera; Jael kills Sisera."
7,5,"The Song of Deborah and Barak."
7,6,"The Israelites for their sin are oppressed by Midian; A prophet rebukes them; An angel sends Gideon for their deliverance; Gideon�s present is consumed with fire; Gideon destroys Baal�s altar, and offers a sacrifice upon the altar Jehovah-shalom; Joash defends his son, and calls shim Jerubbaal; Gideon�s army; Gideon�s signs."
